YYYY	MM	DD	HH	MIN	SWD	SWDtop	CU	CM	CD	TT2M	ST	RH2m	WS10m	WS100m	PREC	SNOW
2022.	12.	28.	0.	15.	0.00	0.00	0.54	1.00	0.77	5.98	5.98	91.95	6.04	11.33	0.00	0.00
2022.	12.	28.	0.	30.	0.00	0.00	0.60	1.00	0.78	6.08	6.08	91.73	6.25	11.66	0.00	0.00
2022.	12.	28.	0.	45.	0.00	0.00	0.63	1.00	0.78	6.15	6.15	91.70	6.35	11.86	0.00	0.00
2022.	12.	28.	1.	0.	0.00	0.00	0.63	1.00	0.78	6.19	6.19	91.64	6.39	11.94	0.00	0.00
2022.	12.	28.	1.	15.	0.00	0.00	0.86	0.21	1.00	6.24	6.24	91.41	6.45	12.04	0.00	0.00
2022.	12.	28.	1.	30.	0.00	0.00	0.86	0.21	1.00	6.29	6.29	91.29	6.48	12.06	0.00	0.00
2022.	12.	28.	1.	45.	0.00	0.00	0.86	0.21	1.00	6.32	6.32	91.43	6.44	12.00	0.00	0.00
2022.	12.	28.	2.	0.	0.00	0.00	0.86	0.21	1.00	6.33	6.33	91.72	6.42	11.97	0.00	0.00
2022.	12.	28.	2.	15.	0.00	0.00	1.00	0.00	1.00	6.34	6.34	92.01	6.40	11.94	0.00	0.00
2022.	12.	28.	2.	30.	0.00	0.00	1.00	0.00	1.00	6.37	6.37	91.99	6.39	11.94	0.00	0.00
2022.	12.	28.	2.	45.	0.00	0.00	1.00	0.00	1.00	6.39	6.39	91.99	6.39	11.93	0.00	0.00
2022.	12.	28.	3.	0.	0.00	0.00	1.00	0.00	1.00	6.39	6.39	92.62	6.44	12.01	0.01	0.00
2022.	12.	28.	3.	15.	0.00	0.00	1.00	0.24	1.00	6.32	6.32	94.16	6.37	11.91	0.04	0.00
2022.	12.	28.	3.	30.	0.00	0.00	1.00	0.24	1.00	6.30	6.30	94.30	6.14	11.57	0.01	0.00
2022.	12.	28.	3.	45.	0.00	0.00	1.00	0.24	1.00	6.35	6.35	93.50	6.18	11.58	0.00	0.00
2022.	12.	28.	4.	0.	0.00	0.00	1.00	0.24	1.00	6.36	6.36	93.70	6.21	11.62	0.01	0.00
2022.	12.	28.	4.	15.	0.00	0.00	1.00	1.00	1.00	6.38	6.38	93.66	6.15	11.52	0.01	0.00
2022.	12.	28.	4.	30.	0.00	0.00	1.00	1.00	1.00	6.46	6.46	93.54	6.15	11.49	0.01	0.00
2022.	12.	28.	4.	45.	0.00	0.00	1.00	1.00	1.00	6.53	6.53	93.49	6.11	11.40	0.01	0.00
2022.	12.	28.	5.	0.	0.00	0.00	1.00	1.00	1.00	6.58	6.58	93.33	6.06	11.30	0.01	0.00
2022.	12.	28.	5.	15.	0.00	0.00	1.00	1.00	1.00	6.48	6.48	93.44	6.03	11.29	0.00	0.00
2022.	12.	28.	5.	30.	0.00	0.00	1.00	1.00	1.00	6.39	6.39	93.18	5.90	11.13	0.00	0.00
2022.	12.	28.	5.	45.	0.00	0.00	1.00	1.00	1.00	6.39	6.39	92.55	5.97	11.26	0.00	0.00
2022.	12.	28.	6.	0.	0.00	0.00	1.00	1.00	1.00	6.36	6.36	92.40	5.98	11.29	0.01	0.00
2022.	12.	28.	6.	15.	0.00	0.00	0.60	1.00	1.00	6.49	6.49	91.81	6.00	11.27	0.00	0.00
2022.	12.	28.	6.	30.	0.00	0.00	0.60	1.00	1.00	6.61	6.61	91.24	6.10	11.39	0.00	0.00
2022.	12.	28.	6.	45.	0.00	0.00	0.60	1.00	1.00	6.63	6.63	90.93	6.20	11.55	0.00	0.00
2022.	12.	28.	7.	0.	0.00	0.00	0.60	1.00	1.00	6.67	6.67	90.56	6.31	11.75	0.00	0.00
2022.	12.	28.	7.	15.	0.00	0.00	1.00	0.38	1.00	6.71	6.71	90.20	6.43	11.95	0.00	0.00
2022.	12.	28.	7.	30.	0.00	0.00	1.00	0.38	1.00	6.73	6.73	89.98	6.58	12.22	0.00	0.00
2022.	12.	28.	7.	45.	0.00	0.00	1.00	0.38	1.00	6.75	6.75	89.98	6.68	12.41	0.01	0.00
2022.	12.	28.	8.	0.	0.00	0.00	1.00	0.38	1.00	6.76	6.76	90.12	6.67	12.41	0.01	0.00
2022.	12.	28.	8.	15.	1.13	51.23	0.80	1.00	1.00	6.77	6.77	90.51	6.62	12.33	0.01	0.00
2022.	12.	28.	8.	30.	1.13	51.23	0.80	1.00	1.00	6.78	6.78	90.92	6.56	12.23	0.01	0.00
2022.	12.	28.	8.	45.	4.20	88.85	0.62	1.00	1.00	6.76	6.76	91.37	6.50	12.12	0.02	0.00
2022.	12.	28.	9.	0.	9.95	159.40	0.28	1.00	1.00	6.75	6.75	91.80	6.44	12.03	0.02	0.00
2022.	12.	28.	9.	15.	13.75	206.96	0.16	1.00	1.00	6.78	6.78	92.02	6.42	11.98	0.03	0.00
2022.	12.	28.	9.	30.	13.75	206.96	0.16	1.00	1.00	6.82	6.82	92.00	6.40	11.97	0.02	0.00
2022.	12.	28.	9.	45.	15.80	269.10	0.22	1.00	1.00	6.90	6.90	91.67	6.34	11.85	0.02	0.00
2022.	12.	28.	10.	0.	15.80	269.10	0.22	1.00	1.00	6.98	6.98	91.37	6.23	11.62	0.02	0.00
2022.	12.	28.	10.	15.	15.95	319.27	0.47	1.00	1.00	7.03	7.03	91.37	6.17	11.45	0.02	0.00
2022.	12.	28.	10.	30.	19.50	337.25	0.18	1.00	1.00	7.11	7.11	91.12	6.19	11.48	0.01	0.00
2022.	12.	28.	10.	45.	27.47	352.76	0.07	1.00	1.00	7.22	7.22	90.22	6.10	11.35	0.00	0.00
2022.	12.	28.	11.	0.	39.31	366.11	0.13	1.00	1.00	7.42	7.42	88.93	6.12	11.38	0.00	0.00
2022.	12.	28.	11.	15.	84.04	380.52	0.22	1.00	0.87	7.58	7.58	88.41	6.12	11.35	0.00	0.00
2022.	12.	28.	11.	30.	93.79	386.13	0.21	1.00	0.55	7.70	7.70	88.26	6.12	11.34	0.00	0.00
2022.	12.	28.	11.	45.	99.38	389.45	0.17	0.93	0.50	7.77	7.77	88.18	6.21	11.50	0.00	0.00
2022.	12.	28.	12.	0.	101.35	390.76	0.11	0.80	0.68	7.81	7.81	88.13	6.31	11.69	0.00	0.00
2022.	12.	28.	12.	15.	131.53	386.52	0.09	0.53	0.55	7.87	7.87	87.87	6.38	11.84	0.00	0.00
2022.	12.	28.	12.	30.	156.16	379.39	0.07	0.48	0.24	7.95	7.95	87.54	6.47	12.01	0.00	0.00
2022.	12.	28.	12.	45.	165.22	370.29	0.04	0.47	0.07	8.04	8.04	87.15	6.42	11.95	0.00	0.00
2022.	12.	28.	13.	0.	160.65	359.47	0.02	0.50	0.01	8.09	8.09	86.91	6.37	11.85	0.00	0.00
2022.	12.	28.	13.	15.	131.41	336.87	0.00	0.52	0.23	8.09	8.09	86.83	6.35	11.80	0.00	0.00
2022.	12.	28.	13.	30.	79.51	317.48	0.00	0.56	0.67	8.06	8.06	86.83	6.45	11.97	0.00	0.00
2022.	12.	28.	13.	45.	46.61	296.58	0.00	0.63	0.92	8.02	8.02	86.86	6.55	12.17	0.00	0.00
2022.	12.	28.	14.	0.	30.32	274.37	0.00	0.70	1.00	8.00	8.00	87.03	6.61	12.25	0.00	0.00
2022.	12.	28.	14.	15.	21.05	234.95	0.00	0.81	1.00	7.97	7.97	87.48	6.63	12.26	0.01	0.00
2022.	12.	28.	14.	30.	21.05	234.95	0.00	0.81	1.00	7.95	7.95	87.95	6.56	12.12	0.01	0.00
2022.	12.	28.	14.	45.	12.51	166.43	0.05	1.00	1.00	7.95	7.95	88.17	6.44	11.89	0.01	0.00
2022.	12.	28.	15.	0.	12.51	166.43	0.05	1.00	1.00	7.95	7.95	88.14	6.32	11.68	0.01	0.00
2022.	12.	28.	15.	15.	4.64	87.71	0.08	1.00	1.00	7.96	7.96	87.89	6.19	11.46	0.01	0.00
2022.	12.	28.	15.	30.	4.64	87.71	0.08	1.00	1.00	7.96	7.96	87.69	6.08	11.26	0.01	0.00
2022.	12.	28.	15.	45.	0.00	0.12	0.19	1.00	1.00	7.94	7.94	87.49	6.04	11.20	0.01	0.00
2022.	12.	28.	16.	0.	0.00	0.12	0.19	1.00	1.00	7.93	7.93	87.51	6.08	11.28	0.01	0.00
2022.	12.	28.	16.	15.	0.00	0.00	0.47	1.00	0.94	7.97	7.97	87.24	6.21	11.51	0.00	0.00
2022.	12.	28.	16.	30.	0.00	0.00	0.47	1.00	0.94	8.03	8.03	86.84	6.41	11.88	0.00	0.00
2022.	12.	28.	16.	45.	0.00	0.00	0.47	1.00	0.94	8.07	8.07	86.86	6.58	12.21	0.00	0.00
2022.	12.	28.	17.	0.	0.00	0.00	0.47	1.00	0.94	8.12	8.12	86.99	6.73	12.52	0.00	0.00
2022.	12.	28.	17.	15.	0.00	0.00	0.31	1.00	0.05	8.14	8.14	87.17	6.87	12.82	0.00	0.00
2022.	12.	28.	17.	30.	0.00	0.00	0.31	1.00	0.05	8.15	8.15	87.61	6.94	13.00	0.01	0.00
2022.	12.	28.	17.	45.	0.00	0.00	0.31	1.00	0.05	8.15	8.15	88.40	6.88	12.91	0.01	0.00
2022.	12.	28.	18.	0.	0.00	0.00	0.31	1.00	0.05	8.16	8.16	89.02	6.78	12.75	0.01	0.00
2022.	12.	28.	18.	15.	0.00	0.00	0.06	0.52	0.58	8.09	8.09	89.72	6.75	12.73	0.01	0.00
2022.	12.	28.	18.	30.	0.00	0.00	0.06	0.52	0.58	8.04	8.04	90.30	6.71	12.70	0.01	0.00
2022.	12.	28.	18.	45.	0.00	0.00	0.06	0.52	0.58	8.06	8.06	90.57	6.66	12.63	0.01	0.00
2022.	12.	28.	19.	0.	0.00	0.00	0.06	0.52	0.58	8.11	8.11	90.77	6.64	12.59	0.01	0.00
2022.	12.	28.	19.	15.	0.00	0.00	0.32	0.34	0.32	8.19	8.19	90.81	6.67	12.63	0.01	0.00
2022.	12.	28.	19.	30.	0.00	0.00	0.32	0.34	0.32	8.27	8.27	91.03	6.71	12.69	0.02	0.00
2022.	12.	28.	19.	45.	0.00	0.00	0.32	0.34	0.32	8.29	8.29	91.72	6.66	12.59	0.03	0.00
2022.	12.	28.	20.	0.	0.00	0.00	0.32	0.34	0.32	8.27	8.27	92.90	6.63	12.52	0.05	0.00
2022.	12.	28.	20.	15.	0.00	0.00	1.00	1.00	1.00	8.33	8.33	93.78	6.69	12.61	0.07	0.00
2022.	12.	28.	20.	30.	0.00	0.00	1.00	1.00	1.00	8.36	8.36	94.48	6.67	12.55	0.09	0.00
2022.	12.	28.	20.	45.	0.00	0.00	1.00	1.00	1.00	8.38	8.38	94.94	6.72	12.63	0.11	0.00
2022.	12.	28.	21.	0.	0.00	0.00	1.00	1.00	1.00	8.41	8.41	95.27	6.77	12.72	0.12	0.00
2022.	12.	28.	21.	15.	0.00	0.00	1.00	1.00	1.00	8.42	8.42	95.74	6.75	12.66	0.15	0.00
