Power_Total;SWD;SWDtop;CU;CM;CD;TT2M;ST;RH2m;WS10m;WS100m;PREC;SNOW;Month;Day;Hour
0.0;0.0;0.0;0.22841237765306988;0.0;0.7879055533519282;12.001106341432262;2.379650029761308;100.0;6.182927678242621;18.398859402007396;0.02860528091191166;0.0;1;1;2.25
0.0;0.0;0.0;0.20465761419221226;0.0;0.0;17.896249123340148;23.72961027564907;100.0;5.5683495526554445;10.932376753450484;0.040382961373630864;0.0;1;1;2.5
0.0;0.0;0.0;0.0;0.0;0.0;22.93568802435221;0.48972970278760464;100.0;5.96886327731378;13.779554806777657;0.0;0.0;1;1;2.75
0.0;0.0;0.0;0.699534697926682;0.35188508645990496;0.15896837549521503;34.07628262206934;34.14911966145363;100.0;8.023898949332581;16.576698627839967;0.11747244534182538;0.0;1;1;3.0
0.0;0.0;0.0;0.19559382014738524;0.15818005545626995;0.0;34.82073673834527;6.8712570048331045;100.0;7.195650865076853;14.881435944872662;0.0017141854905664104;0.0;1;1;3.25
0.0;0.0;0.0;0.0;0.0;0.0;24.171140946932546;13.507332378317173;100.0;5.041532526960557;15.444867937371775;0.049556528966108945;0.0;1;1;3.5
0.0;0.0;0.0;0.25089716548958346;0.4474602333793488;0.4392344419740126;4.90192373850131;23.137905554060595;100.0;7.456071699797471;12.441732445793708;0.02782827193636103;0.0;1;1;3.75
0.0;0.0;0.0;0.5007446391994175;0.03294047660689796;0.20302635504476432;6.984603901570631;33.05872383695183;100.0;6.420463746743889;15.202074905692797;0.002471831228317952;0.0;1;1;4.0
0.0;0.0;0.0;0.6773309813423996;0.0;0.4449075847819366;13.152206088100144;28.88368927388396;100.0;4.965839190482075;11.010957361144479;0.0075955563779000305;0.0;1;1;4.25
0.0;0.0;0.0;1.0;0.10813628310988718;0.3715965439613294;29.176544033958752;21.866721399227544;100.0;5.062658392344559;14.892231012109875;0.0;0.0;1;1;4.5
0.0;0.0;0.0;1.0;0.2017701582704874;0.3001937727590011;19.76991284595068;20.39180526766453;100.0;7.485373658441322;15.167720460085146;0.06728436562493852;0.0;1;1;4.75
0.0;0.0;0.0;0.7436518001729593;0.4437956128493472;0.0;17.68983300808194;25.067999192068378;100.0;4.130547172354119;9.916473287604662;0.05626201236524307;0.0;1;1;5.0
0.0;0.0;0.0;0.7312835698784672;0.10704842012171523;0.4058713025132095;14.052765962624878;26.41396246382431;100.0;4.718957721236601;10.4043023476442;0.08935219196012471;0.0;1;1;5.25
0.0;0.0;0.0;1.0;0.0;0.592418473411411;21.627046014168855;30.53421953629673;100.0;8.818210799678326;11.67567161309132;0.0;0.0;1;1;5.5
0.0;0.0;0.0;1.0;0.8307787340830961;0.0;16.74507996916112;21.670280651293695;100.0;5.875984666905348;12.146283450412515;0.05229888271713022;0.0;1;1;5.75
0.0;0.0;0.0;1.0;0.48018104783634474;0.6116344479331488;30.12891473127088;21.750001833901322;100.0;8.13109381334447;11.512398087510793;0.008982981675551813;0.0;1;1;6.0
0.0;0.0;0.0;1.0;0.16829855255367004;0.0;22.345861755694987;7.888860939345923;100.0;8.49673030961082;16.696055127590405;0.0;0.0;1;1;6.25
0.0;0.0;0.0;1.0;0.24273900080849503;0.4423987589504292;26.260654857989778;21.214194387152446;100.0;6.138579580640004;10.202080894846292;0.0037460310080885805;0.0;1;1;6.5
0.0;0.0;0.0;0.8915471440296598;0.2666345917433438;0.5725196660426917;29.444343567314142;29.210622096313685;100.0;9.923305137326864;12.765458330856362;0.05962328114560268;0.0;1;1;6.75
0.0;0.0;0.0;1.0;0.0;0.0;16.596129673700524;19.591251607270305;100.0;6.962574368658607;13.524052484478435;0.029906452227449976;0.0;1;1;7.0
0.0;0.0;0.0;1.0;0.3687125419696038;0.0;23.93574516973641;14.893856362319958;100.0;4.176317401758078;12.455498606045918;0.0;0.0;1;1;7.25
0.0;0.0;0.0;1.0;0.5032230464409033;0.6662942682686456;16.75835103950068;16.220045240878342;100.0;5.079920834933725;16.53078658630567;0.0;0.0;1;1;7.5
0.0;0.0;0.0;1.0;0.3708179812736385;0.3196132039364632;23.55877914986581;13.915758745029388;100.0;6.059979286236636;14.198798462119314;0.0;0.0;1;1;7.75
0.0;0.0;0.0;1.0;0.029224397597511192;0.0;23.53167968654858;19.85345326467628;100.0;6.075526571741452;13.993291093349772;0.09448281267220043;0.0;1;1;8.0
0.0;0.0;0.0;1.0;0.0;0.0;18.993506606798412;33.78211930052124;100.0;7.045524191840252;13.731175637552557;0.0;0.0;1;1;8.25
158.0;0.0;0.0;0.6714025740739844;0.7159178060796981;0.30243107569222266;22.082972374835236;16.159892318979228;100.0;5.6722107404918685;14.194317074673952;0.0;0.0;1;1;8.5
1277.0;0.0;0.0;0.8083752938564776;0.0;0.008554220796917034;21.572348611698008;12.46039653107589;100.0;6.167658944453018;12.694486376869376;0.0;0.0;1;1;8.75
7445.0;0.0;0.0;1.0;0.0;0.31141943510294473;19.01951142234597;20.142698937202887;100.0;6.655234632382243;13.178872296670503;0.047459583472625695;0.0;1;1;9.0
14040.0;0.0;0.0;1.0;0.7183891957086961;0.38292322605451473;21.27336889058256;16.863952381489952;100.0;7.255280375779289;7.753910209053269;0.0;0.0;1;1;9.25
20004.0;0.0;0.0;1.0;0.0;0.49887425959709614;16.934623623223672;31.867343600410553;100.0;6.066320638882574;15.727667881068655;0.07124596199873828;0.0;1;1;9.5
